Symbol,Name,Sector
171090,선익시스템,기계·장비
086710,선진뷰티사이언스,화학
014620,성광벤드,금속
037350,성도이엔지,일반서비스
458650,성우,전기·전자
081580,성우전자,전기·전자
045300,성우테크론,전기·전자
015750,성우하이텍,운송장비·부품
365340,성일하이텍,화학
080470,성창오토텍,운송장비·부품
043260,성호전자,전기·전자
148150,세경하이테크,전기·전자
188260,세니젠,기타제조
053060,세동,운송장비·부품
340440,세림B&G,화학
017510,세명전기,금속
011560,세보엠이씨,건설
396300,세아메카닉스,금속
100700,세운메디칼,제약
024830,세원물산,운송장비·부품
258830,세종메디칼,의료·정밀기기
036630,세종텔레콤,통신
039310,세중,IT 서비스
067770,세진티에스,전기·전자
053450,세코닉스,의료·정밀기기
222810,세토피아,금속
252500,세화피앤씨,화학
321370,센서뷰,전기·전자
347000,센코,의료·정밀기기
331920,셀레믹스,제약
471820,셀로맥스사이언스,음식료·담배
049180,셀루메드,제약
299660,셀리드,일반서비스
108860,셀바스AI,IT 서비스
208370,셀바스헬스케어,의료·정밀기기
318160,셀바이오휴먼텍,섬유·의류
308430,셀비온,제약
068760,셀트리온제약,제약
068940,셀피글로벌,전기·전자
060230,소니드,화학
290690,소룩스,전기·전자
950200,소마젠,일반서비스
032680,소프트센,IT 서비스
032685,소프트센우,IT 서비스
258790,소프트캠프,IT 서비스
066910,손오공,유통
035610,솔본,일반서비스
357780,솔브레인,화학
036830,솔브레인홀딩스,일반서비스
304100,솔트룩스,IT 서비스
328380,솔트웨어,IT 서비스
086980,쇼박스,오락·문화
050960,수산아이앤티,IT 서비스
084180,수성웹툰,기계·장비
253840,수젠텍,제약
298830,슈어소프트테크,IT 서비스
236200,슈프리마,전기·전자
094840,슈프리마에이치큐,전기·전자
192440,슈피겐코리아,기타제조
424960,스마트레이더시스템,의료·정밀기기
099440,스맥,기계·장비
276040,스코넥,IT 서비스
159910,스킨앤스킨,화학
060240,스타코링크,IT 서비스
115570,스타플렉스,화학
330730,스톤브릿지벤처스,금융
352090,스톰테크,화학
253450,스튜디오드래곤,오락·문화
408900,스튜디오미르,오락·문화
204630,스튜디오산타클로스,오락·문화
415380,스튜디오삼익,유통
013810,스페코,기계·장비
049830,승일,금속
020710,시공테크,일반서비스
033170,시그네틱스,전기·전자
048870,시너지이노베이션,의료·정밀기기
025320,시노펙스,전기·전자
269620,시스웍,의료·정밀기기
056090,시지메드텍,의료·정밀기기
429270,시지트로닉스,전기·전자
418250,시큐레터,IT 서비스
131090,시큐브,IT 서비스
232830,시큐센,IT 서비스
290520,신도기연,기계·장비
001000,신라섬유,부동산
025870,신라에스지,유통
215600,신라젠,일반서비스
065350,신성델타테크,전기·전자
416180,신성에스티,운송장비·부품
162300,신스틸,금속
290560,신시웨이,IT 서비스
002800,신신제약,제약
472220,신영스팩10호,금융
430220,신영스팩8호,금융
445970,신영스팩9호,금융
017000,신원종합개발,건설
012790,신일제약,제약
138070,신진에스엠,금속
226330,신테카바이오,IT 서비스
418210,신한제10호스팩,금융
452980,신한제11호스팩,금융
474660,신한제12호스팩,금융
474930,신한제13호스팩,금융
487360,신한제14호스팩,금융
487830,신한제15호스팩,금융
056700,신화인터텍,화학
187270,신화콘텍,전기·전자
243840,신흥에스이씨,전기·전자
257720,실리콘투,유통
222800,심텍,전기·전자
036710,심텍홀딩스,전기·전자
160980,싸이맥스,기계·장비
356890,싸이버원,IT 서비스
217330,싸이토젠,일반서비스
208640,썸에이지,IT 서비스
222420,쎄노텍,비금속
037760,쎄니트,금속
099320,쎄트렉아이,운송장비·부품
049960,쎌바이오텍,제약
088280,쏘닉스,전기·전자
050890,쏠리드,전기·전자
394800,쓰리빌리언,의료·정밀기기
177900,쓰리에이로직스,전기·전자
475400,씨메스,기계·장비
109670,씨싸이트,섬유·의류
066790,씨씨에스,오락·문화
222080,씨아이에스,기계·장비
352480,씨앤씨인터내셔널,화학
264660,씨앤지하이테크,기계·장비
352700,씨앤투스,섬유·의류
458870,씨어스테크놀로지,의료·정밀기기
297090,씨에스베어링,기계·장비
900120,씨엑스아이,금융
359090,씨엔알리서치,일반서비스
115530,씨엔플러스,전기·전자
115480,씨유메디칼,의료·정밀기기
340810,씨유박스,IT 서비스
376290,씨유테크,전기·전자
189330,씨이랩,IT 서비스
096530,씨젠,제약
101240,씨큐브,화학
060590,씨티씨바이오,제약
260930,씨티케이,화학
413630,씨피시스템,화학
013990,아가방컴퍼니,유통
123860,아나패스,전기·전자
025980,아난티,일반서비스
125210,아모그린텍,전기·전자
357580,아모센스,전기·전자
052710,아모텍,전기·전자
074430,아미노로직스,제약
092040,아미코젠,음식료·담배
083930,아바코,기계·장비
149950,아바텍,전기·전자
036010,아비코전자,전기·전자
050860,아세아텍,기계·장비
136410,아셈스,화학
246720,아스타,제약
450950,아스테라시스,의료·정밀기기
067390,아스트,운송장비·부품
159010,아스플로,기계·장비
127710,아시아경제,IT 서비스
154030,아시아종묘,"농업, 임업 및 어업"
227610,아우딘퓨쳐스,화학
143160,아이디스,전기·전자
054800,아이디스홀딩스,일반서비스
332370,아이디피,전기·전자
339950,아이비김영,일반서비스
469750,아이비젼웍스,기계·장비
460470,아이빔테크놀로지,의료·정밀기기
099190,아이센스,의료·정밀기기
461300,아이스크림미디어,IT 서비스
289010,아이스크림에듀,오락·문화
214430,아이쓰리시스템,전기·전자
040910,아이씨디,기계·장비
368600,아이씨에이치,전기·전자
456010,아이씨티케이,전기·전자
052860,아이앤씨,전기·전자
464500,아이언디바이스,전기·전자
212710,아이에스티이,전기·전자
038880,아이에이,전기·전자
307180,아이엘사이언스,전기·전자
101390,아이엠,전기·전자
461030,아이엠비디엑스,일반서비스
451220,아이엠티,기계·장비
090150,아이윈,운송장비·부품
123010,아이윈플러스,전기·전자
031310,아이즈비전,통신
462980,아이지넷,IT 서비스
185490,아이진,일반서비스
059100,아이컴포넌트,전기·전자
262840,아이퀘스트,IT 서비스
175250,아이큐어,제약
052460,아이크래프트,IT 서비스
119830,아이텍,일반서비스
052770,아이톡시,유통
124500,아이티센,IT 서비스
010280,아이티센엔텍,IT 서비스
372800,아이티아이즈,IT 서비스
084850,아이티엠반도체,전기·전자
114840,아이패밀리에스씨,화학
027360,아주IB투자,금융
032080,아즈텍WB,섬유·의류
013310,아진산업,운송장비·부품
059120,아진엑스텍,전기·전자
203690,아크솔루션스,종이·목재
158430,아톤,IT 서비스
200350,아티스트스튜디오,오락·문화
321820,아티스트유나이티드,IT 서비스
001540,안국약품,제약
053800,안랩,IT 서비스
065660,안트로젠,유통
297570,알로이스,전기·전자
260660,알리코제약,제약
354320,알멕,금속
361570,알비더블유,오락·문화
131370,알서포트,IT 서비스
140670,알에스오토메이션,전기·전자
096610,알에프세미,전기·전자
061040,알에프텍,전기·전자
148250,알엔투테크놀로지,전기·전자
347860,알체라,IT 서비스
196170,알테오젠,일반서비스
123750,알톤,운송장비·부품
085810,알티캐스트,IT 서비스
043100,알파녹스,의료·정밀기기
117670,알파홀딩스,전기·전자
314140,알피바이오,제약
291650,압타머사이언스,일반서비스
293780,압타바이오,일반서비스
196300,애니젠,제약
310200,애니플러스,오락·문화
179530,애드바이오텍,제약
900100,애머릿지,유통
052790,액토즈소프트,IT 서비스
290740,액트로,전기·전자
238090,앤디포스,화학
092600,앤씨앤,전기·전자
129890,앱코,전기·전자
174900,앱클론,제약
270520,앱트뉴로사이언스,일반서비스
255440,야스,기계·장비
030960,양지사,출판·매체복제
102120,어보브반도체,전기·전자
238120,얼라인드,의료·정밀기기
019990,에너토크,기계·장비
435570,에르코스,음식료·담배
270660,에브리봇,전기·전자
038680,에스넷,IT 서비스
217480,에스디생명공학,화학
121890,에스디시스템,전기·전자
304360,에스바이오메딕스,제약
389500,에스비비테크,기계·장비
042110,에스씨디,전기·전자
298060,에스씨엠생명과학,제약
065420,에스아이리소스,화학
103230,에스앤더블류,기계·장비
260970,에스앤디,음식료·담배
101490,에스앤에스텍,전기·전자
095910,에스에너지,전기·전자
275630,에스에스알,IT 서비스
031330,에스에이엠티,유통
060540,에스에이티,의료·정밀기기
351320,에스에이티이엔지,기계·장비
056190,에스에프에이,기계·장비
246250,에스엘에스바이오,일반서비스
041510,에스엠,오락·문화
460870,에스엠씨지,비금속
007820,에스엠코어,기계·장비
464080,에스오에스랩,의료·정밀기기
109610,에스와이,금속
365330,에스와이스틸텍,금속
306040,에스제이그룹,섬유·의류
398120,에스지헬스케어,의료·정밀기기
457940,에스케이증권제10호스팩,금융
472230,에스케이증권제11호스팩,금융
473000,에스케이증권제12호스팩,금융
473950,에스케이증권제13호스팩,금융
435870,에스케이증권제8호스팩,금융
455910,에스케이증권제9호스팩,금융
475660,에스켐,화학
096630,에스코넥,전기·전자
069510,에스텍,전기·전자
234300,에스트래픽,IT 서비스
039440,에스티아이,기계·장비
098660,에스티오,섬유·의류
052020,에스티큐브,유통
237690,에스티팜,제약
050760,에스폴리텍,화학
288620,에스퓨얼셀,전기·전자
443670,에스피소프트,IT 서비스
317830,에스피시스템스,기계·장비
058610,에스피지,전기·전자
